date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:32	17377/17377	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:19%20GMT	http://naturalcapitalforum.com/schedule/iucn-at-the-world-forum/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/iucn-at-the-world-forum/index.html	(from http://naturalcapitalforum.com/)
22:42:33	12359/12359	---M--	200	added ('OK')	image/jpeg	etag:%2255dc70b3-3047%22	http://naturalcapitalforum.com/docs/092_426__nicolasturgeonpicture_1440510127_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__nicolasturgeonpicture_1440510127_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:33	16713/16713	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:20%20GMT	http://naturalcapitalforum.com/schedule/unep-at-the-world-forum/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/unep-at-the-world-forum/index.html	(from http://naturalcapitalforum.com/)
22:42:34	16081/16081	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:21%20GMT	http://naturalcapitalforum.com/speakers/detail/carl-obst-75	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/speakers/detail/carl-obst-75.html	(from http://naturalcapitalforum.com/)
22:42:34	17745/17745	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:21%20GMT	http://naturalcapitalforum.com/schedule/wbcsd-at-the-world-forum/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/wbcsd-at-the-world-forum/index.html	(from http://naturalcapitalforum.com/)
22:42:36	22783/22783	---M--	200	added ('OK')	image/jpeg	etag:%22562f73a8-58ff%22	http://naturalcapitalforum.com/docs/092_426__nataliabw_1445950373_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__nataliabw_1445950373_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:36	14439/14439	---M--	200	added ('OK')	image/jpeg	etag:%2256430238-3867%22	http://naturalcapitalforum.com/docs/092_426__carlobstbw_1447232054_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__carlobstbw_1447232054_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:37	16223/16223	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:24%20GMT	http://naturalcapitalforum.com/schedule/ncc-at-the-world-forum/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/ncc-at-the-world-forum/index.html	(from http://naturalcapitalforum.com/)
22:42:37	15638/15638	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:24%20GMT	http://naturalcapitalforum.com/speakers/detail/gary-gillespie	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/speakers/detail/gary-gillespie.html	(from http://naturalcapitalforum.com/)
22:42:37	33352/33352	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:24%20GMT	http://naturalcapitalforum.com/schedule/speaker-slides/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/speaker-slides/index.html	(from http://naturalcapitalforum.com/)
22:42:37	67890/67890	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:24%20GMT	http://naturalcapitalforum.com/speakers/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/speakers/index.html	(from http://naturalcapitalforum.com/)
22:42:38	17879/17879	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:25%20GMT	http://naturalcapitalforum.com/partners-sponsors/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/partners-sponsors/index.html	(from http://naturalcapitalforum.com/)
22:42:39	15373/15373	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:26%20GMT	http://naturalcapitalforum.com/partners-sponsors/project-team/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/partners-sponsors/project-team/index.html	(from http://naturalcapitalforum.com/)
22:42:39	15783/15783	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:26%20GMT	http://naturalcapitalforum.com/speakers/detail/omobolanle-victor-laniyan	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/speakers/detail/omobolanle-victor-laniyan.html	(from http://naturalcapitalforum.com/)
22:42:39	21450/21450	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:27%20GMT	http://naturalcapitalforum.com/news/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/index.html	(from http://naturalcapitalforum.com/)
22:42:41	15204/15204	---M--	200	added ('OK')	image/jpeg	etag:%22563a0712-3b64%22	http://naturalcapitalforum.com/docs/092_426__garygillespiebw_1446643472_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__garygillespiebw_1446643472_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:41	113611/113611	---M--	200	added ('OK')	image/jpeg	etag:%2255682da9-1bbcb%22	http://naturalcapitalforum.com/docs/092_028__bannerblue_1426681834_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__bannerblue_1426681834_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:41	18122/18122	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:29%20GMT	http://naturalcapitalforum.com/about/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/index.html	(from http://naturalcapitalforum.com/)
22:42:42	20381/20381	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:28%20GMT	http://naturalcapitalforum.com/news/category/video/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/category/video/index.html	(from http://naturalcapitalforum.com/)
22:42:42	16371/16371	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:29%20GMT	http://naturalcapitalforum.com/speakers/detail/stefanie-o039gorman	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/speakers/detail/stefanie-o039gorman.html	(from http://naturalcapitalforum.com/)
22:42:42	14944/14944	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:29%20GMT	http://naturalcapitalforum.com/2013highlights/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/2013highlights/index.html	(from http://naturalcapitalforum.com/)
22:42:42	15566/15566	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:30%20GMT	http://naturalcapitalforum.com/media/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/media/index.html	(from http://naturalcapitalforum.com/)
22:42:43	16659/16659	---M--	200	added ('OK')	image/jpeg	etag:%22564f66c7-4113%22	http://naturalcapitalforum.com/docs/092_426__ombolanlebw_1448044229_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__ombolanlebw_1448044229_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:43	14259/14259	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:30%20GMT	http://naturalcapitalforum.com/about/contact-us/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/contact-us/index.html	(from http://naturalcapitalforum.com/)
22:42:44	14060/14060	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:31%20GMT	http://naturalcapitalforum.com/about/register-for-updates/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/register-for-updates/index.html	(from http://naturalcapitalforum.com/)
22:42:44	17488/17488	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:31%20GMT	http://naturalcapitalforum.com/speakers/detail/christian-del-valle	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/speakers/detail/christian-del-valle.html	(from http://naturalcapitalforum.com/)
22:42:44	9873/9873	---M--	200	added ('OK')	image/jpeg	etag:%225620cc8a-2691%22	http://naturalcapitalforum.com/docs/092_426__stefanie_ogorman_web_1444990090_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__stefanie_ogorman_web_1444990090_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:47	16958/16958	---M--	200	added ('OK')	image/jpeg	etag:%2256169139-423e%22	http://naturalcapitalforum.com/docs/092_426__christianbw_1444319543_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__christianbw_1444319543_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:47	19534/19534	---M--	200	added ('OK')	image/jpeg	etag:%22565c1dd1-4c4e%22	http://naturalcapitalforum.com/docs/092_426__princecharles_bbc_november2015_1448877520_thumb.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__princecharles_bbc_november2015_1448877520_thumb.jpg	(from http://naturalcapitalforum.com/)
22:42:47	16150/16150	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:34%20GMT	http://naturalcapitalforum.com/news/article/video-hrh-prince-charles-at-the-world-forum/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/article/video-hrh-prince-charles-at-the-world-forum/index.html	(from http://naturalcapitalforum.com/)
22:42:51	21922/21922	---M--	200	added ('OK')	image/jpeg	etag:%2255c8a3fc-55a2%22	http://naturalcapitalforum.com/docs/092_028__cislgame_1439212539_thumb.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__cislgame_1439212539_thumb.jpg	(from http://naturalcapitalforum.com/)
22:42:52	14657/14657	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:39%20GMT	http://naturalcapitalforum.com/schedule/content-streams/stream1-understanding-and-managing-risk/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/content-streams/stream1-understanding-and-managing-risk/index.html	(from http://naturalcapitalforum.com/)
22:42:55	189916/189916	---M--	200	added ('OK')	image/jpeg	etag:%22556d97d2-2e5dc%22	http://naturalcapitalforum.com/docs/092_028__plains_1433245648_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__plains_1433245648_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:55	47702/47702	---M--	200	added ('OK')	image/jpeg	etag:%225565cfb2-ba56%22	http://naturalcapitalforum.com/img/banner/banner_streams.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/img/banner/banner_streams.jpg	(from http://naturalcapitalforum.com/)
22:42:55	14711/14711	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:42%20GMT	http://naturalcapitalforum.com/schedule/content-streams/stream-2-innovation-and-tools/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/content-streams/stream-2-innovation-and-tools/index.html	(from http://naturalcapitalforum.com/)
22:42:56	1203/1203	---M--	200	added ('OK')	image/gif	etag:%22556f1f3b-4b3%22	http://naturalcapitalforum.com/docs/092_028__wbcsd_1433331500_standard.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__wbcsd_1433331500_standard.gif	(from http://naturalcapitalforum.com/)
22:42:56	15397/15397	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:43%20GMT	http://naturalcapitalforum.com/schedule/content-streams/stream-3-focus-on-finance-and-investment/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/content-streams/stream-3-focus-on-finance-and-investment/index.html	(from http://naturalcapitalforum.com/)
22:42:56	15577/15577	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:43%20GMT	http://naturalcapitalforum.com/schedule/content-streams/stream-4-policy-dialogues/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/schedule/content-streams/stream-4-policy-dialogues/index.html	(from http://naturalcapitalforum.com/)
22:42:57	927/927	---M--	200	added ('OK')	image/gif	date:Wed,%2003%20Jun%202015%2015:38:09%20GMT	http://naturalcapitalforum.com/docs/092_028__unep_1433331500_standard.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__unep_1433331500_standard.gif	(from http://naturalcapitalforum.com/)
22:42:57	21685/21685	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:44%20GMT	http://naturalcapitalforum.com/news/article/insight-back-to-basics--demystifying-natural-capital-valuation/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/article/insight-back-to-basics--demystifying-natural-capital-valuation/index.html	(from http://naturalcapitalforum.com/)
22:42:57	18127/18127	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:44%20GMT	http://naturalcapitalforum.com/news/article/photo-highlights-from-the-2015-world-forum/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/article/photo-highlights-from-the-2015-world-forum/index.html	(from http://naturalcapitalforum.com/)
22:42:57	955/955	---M--	200	added ('OK')	image/gif	date:Wed,%2003%20Jun%202015%2015:38:47%20GMT	http://naturalcapitalforum.com/docs/092_028__iucn_1433331499_standard.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__iucn_1433331499_standard.gif	(from http://naturalcapitalforum.com/)
22:42:58	29794/29794	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:45%20GMT	http://naturalcapitalforum.com/news/article/guest-blog-an-overview-of-the-2015-world-forum-on-natural-capital/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/article/guest-blog-an-overview-of-the-2015-world-forum-on-natural-capital/index.html	(from http://naturalcapitalforum.com/)
22:42:58	35224/35224	---M--	200	added ('OK')	image/jpeg	etag:%225693c284-8998%22	http://naturalcapitalforum.com/docs/092_426__pwp_5146_1452524162_standard.jpg	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_426__pwp_5146_1452524162_standard.jpg	(from http://naturalcapitalforum.com/)
22:42:58	2152/2152	---M--	200	added ('OK')	image/gif	etag:%22556f1fba-868%22	http://naturalcapitalforum.com/docs/092_028__naturalcapitalcoalition_1433331500_standard.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__naturalcapitalcoalition_1433331500_standard.gif	(from http://naturalcapitalforum.com/)
22:42:58	21066/21066	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:45%20GMT	http://naturalcapitalforum.com/news/category/blog/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/news/category/blog/index.html	(from http://naturalcapitalforum.com/)
22:42:59	15305/15305	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:46%20GMT	http://naturalcapitalforum.com/2013highlights/natcap-video-wall/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/2013highlights/natcap-video-wall/index.html	(from http://naturalcapitalforum.com/)
22:42:59	1251/1251	---M--	200	added ('OK')	image/gif	etag:%22556f1fb2-4e3%22	http://naturalcapitalforum.com/docs/092_028__wildlifetrusts_1433331501_standard.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/docs/092_028__wildlifetrusts_1433331501_standard.gif	(from http://naturalcapitalforum.com/)
22:42:59	14619/14619	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:46%20GMT	http://naturalcapitalforum.com/about/the-venue/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/the-venue/index.html	(from http://naturalcapitalforum.com/)
22:43:00	14641/14641	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:47%20GMT	http://naturalcapitalforum.com/about/accommodation/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/accommodation/index.html	(from http://naturalcapitalforum.com/)
22:43:00	14565/14565	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2019%20Jun%202016%2003:42:46%20GMT	http://naturalcapitalforum.com/tickets/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/tickets/index.html	(from http://naturalcapitalforum.com/)
22:43:01	24306/24306	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:48%20GMT	http://naturalcapitalforum.com/about/legal-info/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/legal-info/index.html	(from http://naturalcapitalforum.com/)
22:43:02	16780/16780	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2013%20Nov%202015%2020:11:19%20GMT	http://cdnjs.cloudflare.com/ajax/libs/jasny-bootstrap/3.1.3/js/jasny-bootstrap.min.js	E:/librillo/Pagina/Convencion/cdnjs.cloudflare.com/ajax/libs/jasny-bootstrap/3.1.3/js/jasny-bootstrap.min.js	(from http://naturalcapitalforum.com/)
22:43:02	35951/35951	---MCZ	200	added ('OK')	application/javascript	etag:W/%228c237312864d2e4c4f03544cd4f9b195%22	http://netdna.bootstrapcdn.com/bootstrap/3.3.4/js/bootstrap.min.js	E:/librillo/Pagina/Convencion/netdna.bootstrapcdn.com/bootstrap/3.3.4/js/bootstrap.min.js	(from http://naturalcapitalforum.com/)
22:43:03	21221/21221	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:50%20GMT	http://naturalcapitalforum.com/about/why-this-event/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/about/why-this-event/index.html	(from http://naturalcapitalforum.com/)
22:43:03	1300/1300	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2013%20Nov%202015%2020:11:20%20GMT	http://cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.min.js	E:/librillo/Pagina/Convencion/cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.min.js	(from http://naturalcapitalforum.com/)
22:43:04	13776/13776	---MCZ	200	added ('OK')	application/javascript	etag:W/%22513f2fa2-35d0%22	http://naturalcapitalforum.com/js/bootstrap-datepicker.js	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/js/bootstrap-datepicker.js	(from http://naturalcapitalforum.com/)
22:43:04	16382/16382	---MCZ	200	added ('OK')	application/javascript	etag:W/%224fdf0904-3ffe%22	http://naturalcapitalforum.com/cookiecuttr/jquery.cookiecuttr.js	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/cookiecuttr/jquery.cookiecuttr.js	(from http://naturalcapitalforum.com/)
22:43:04	6017/6017	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255a92cb9-1781%22	http://naturalcapitalforum.com/js/global.js	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/js/global.js	(from http://naturalcapitalforum.com/)
22:43:06	6419/6419	---MCZ	200	added ('OK')	application/javascript	etag:W/%22528b3bea-1913%22	http://naturalcapitalforum.com/js/jquery.touch.js	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/js/jquery.touch.js	(from http://naturalcapitalforum.com/)
22:43:10	27580/27580	---MC-	200	added ('OK')	text/javascript	date:Wed,%2001%20Jun%202016%2014:34:39%20GMT	http://www.google-analytics.com/analytics.js	E:/librillo/Pagina/Convencion/www.google-analytics.com/analytics.js	(from http://naturalcapitalforum.com/)
22:43:11	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202016%2003:42:58%20GMT	http://naturalcapitalforum.com/tracker/	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/tracker/index.html	(from http://naturalcapitalforum.com/)
22:43:13	117305/117305	---MCZ	200	added ('OK')	text/css	etag:W/%22eedf9ee80c2faa4e1b9ab9017cdfcb88%22	http://netdna.bootstrapcdn.com/bootstrap/3.3.4/css/bootstrap.min.css	E:/librillo/Pagina/Convencion/netdna.bootstrapcdn.com/bootstrap/3.3.4/css/bootstrap.min.css	(from http://naturalcapitalforum.com/css/globalstyle.php)
22:43:14	95992/95992	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	E:/librillo/Pagina/Convencion/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from http://naturalcapitalforum.com/)
22:43:14	13997/13997	---MCZ	200	added ('OK')	text/css	date:Fri,%2013%20Nov%202015%2020:11:19%20GMT	http://cdnjs.cloudflare.com/ajax/libs/jasny-bootstrap/3.1.3/css/jasny-bootstrap.min.css	E:/librillo/Pagina/Convencion/cdnjs.cloudflare.com/ajax/libs/jasny-bootstrap/3.1.3/css/jasny-bootstrap.min.css	(from http://naturalcapitalforum.com/css/globalstyle.php)
22:43:15	253/253	---M--	200	added ('OK')	image/gif	date:Wed,%2025%20Sep%202013%2013:42:17%20GMT	http://naturalcapitalforum.com/img/core/icon-quote.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/img/core/icon-quote.gif	(from http://naturalcapitalforum.com/css/globalstyle.php)
22:43:15	1178/1178	---M--	200	added ('OK')	image/gif	etag:%225242e83a-49a%22	http://naturalcapitalforum.com/img/core/cta-speakers.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/img/core/cta-speakers.gif	(from http://naturalcapitalforum.com/css/globalstyle.php)
22:43:16	2398/2398	---M--	200	added ('OK')	image/gif	etag:%225242e83a-95e%22	http://naturalcapitalforum.com/img/core/cta-schedule.gif	E:/librillo/Pagina/Convencion/naturalcapitalforum.com/img/core/cta-schedule.gif	(from http://naturalcapitalforum.com/css/globalstyle.php)
